file_path,label,transcript
15b09Nb.wav,neutral, Ich will das im Weg bringen und dann mit Kahl was trinken gehen.
14b02Fb.wav,happiness, Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.
14b09Wa.wav,anger, Ich will das eben wegbringen und dann mit Kahl was trinken gehen.
03a05Fc.wav,happiness, Das schwarze Plattpapier befindet sich da oben neben dem Holzstück.
14a04Aa.wav,fear, Heute Abend könnte ich es ihm sagen.
08b02Ff.wav,happiness, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
08a01Fd.wav,happiness, Der Latten liegt auf dem Eisschrank.
03a07Fa.wav,happiness, In sieben Stunden wird es soweit sein.
11a04Nd.wav,neutral, Heute Abend könnte ich es ihm sagen.
13a05Lc.wav,boredom, Der schwarze Blatt Papier befindet sich da oben neben dem Haltstück.
08b03Tc.wav,sadness, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.
11b03Nb.wav,neutral, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.
16b01Eb.wav,disgust," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
16a05Wc.wav,anger, Das schwarze Blattpapier befindet sich da oben neben dem Holzstück.
15b01Lb.wav,boredom," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
12a07La.wav,boredom, In sieben Stunden wird das so weit sein.
08a02Ab.wav,fear, Das will sie ja mit hoch abgeben.
15b10Nb.wav,neutral," Die wird auf dem Platz sein, wo wir sie mal hinlegen."
16a07Wa.wav,anger, In sieben Stunden wird es so weit sein!
14b10Nb.wav,neutral," Die wird auf dem Platz sein, wo wir sie immerhin legen."
14b03Lb.wav,boredom, An den Wochenende bin ich jetzt immer nach Hause gefahren und habe Argendes besucht.
11b03Wb.wav,anger, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.
10b03Wb.wav,anger," An den Wochenenden bin ich jetzt immer nach Hause gefahren, das habe ich auch das Besuch!"
11b10Td.wav,sadness," Die wird auf dem Platz sein, wo wir sie immerhin legen."
11b10Ae.wav,fear, Die wird auf dem Platz sein. Woher sieht man hin?
09b03Ta.wav,sadness, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Argendes besucht.
13b03Fd.wav,happiness," An den Wochenenden blick ich jetzt immer nach Hause gefahren, dann habe Agnes besucht."
09b09Nd.wav,neutral, Ich will das im Weg bringen und dann mit K-Wass trinken gehen.
14a04Tb.wav,sadness, Heute Abend könnte ich es im Sagen.
09a04La.wav,boredom, Heute Abend könnte ich ihm sagen.
13b09Ec.wav,disgust, Ich will das eben wegbringen und dann mit Kail was trinken gehen.
15a04Ac.wav,fear, Heute Abend könnte ich es im Sagen!
08a04La.wav,boredom, Heute Abend könnte ich es ihm sagen.
10b09Ad.wav,fear," Ich will es eben wegbringen, damit Karl was trinken geht."
11b09Ad.wav,fear, Ich will das eben wegbringen und dann mit Kalfas trinken gehen.
14b09Wc.wav,anger, Ich will das eben wegbringen und damit kalber's trinken gehen.
15b09Wb.wav,anger, Ich will das eben wegbringen und dann mit Kail was trinken gehen.
10b09Lb.wav,boredom, Ich will das eben wegbringen und damit Karl was trinken gehen.
13a01Ac.wav,fear, Der Lappen liegt auf dem Eidschrank.
15a04Ab.wav,fear, Heute Abend könnte ich es ihm sagen.
14a04Tc.wav,sadness, Heute Abend könnte ich es ihm sagen.
13a04Fc.wav,happiness, Heute Abend könnte ich es ihm sagen.
11b09Td.wav,sadness, Ich will das eben wegbringen und dann mit Kavas trinken gehen.
15a01Fb.wav,happiness, Der Lappen liegt auf dem Eisschrank.
03a07Fb.wav,happiness, In sieben Stunden wird es so weit sein.
03b03Tc.wav,sadness, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Arktnis besucht.
10b10Lc.wav,boredom," wieder auf dem Platz sein, wo wir sie immerhin legen."
13b10Ec.wav,disgust," Die wird auf dem Platz sein, wo wir sie immerhin legen."
14b10Wc.wav,anger," Die wird auf dem Platz sein, wo wir sie immer hinlegen."
11b10Ad.wav,fear, Die wird auf dem Platz sein. Wo wir sie immer hinlegen.
14a07Fd.wav,happiness, In sieben Stunden wird es so weit sein.
10a02Na.wav,neutral, das will sie mit hoch abgeben.
16a02Ec.wav,disgust, Das will sie am Mittwoch abgeben.
09b10Nd.wav,neutral," Die wird auf dem Platz sein, wo wir sie immer hinlegen."
13a07Lb.wav,boredom, In sieben Stunden wird es soweit sein.
03a04Lc.wav,boredom, Heute Abend könnte ich sie sagen.
11b01Nc.wav,neutral," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
14b03Ad.wav,fear, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.
11a02Wc.wav,anger, Das will sie am Mittwoch abgeben.
15b03Lc.wav,boredom, An den Wochenenden bin ich jetzt mal nach Hause gefahren und habe Argnas besucht.
03a04Ad.wav,fear, Heute Abend könnte ich sie ihm sagen.
12b10Wa.wav,anger," Die wird auf dem Platz sein, wo wir sie immer hinlegen."
10a05Wb.wav,anger, Das schwarze Blattpapier befindet sich da oben neben dem Holzbick!
13b10Wa.wav,anger," Die wird auf dem Platz sein, wo wir sie immerhin legen."
15a05Lb.wav,boredom, Das schwarz bleibt Papier und befindet sich da oben neben dem Holzstück.
14a05Lb.wav,boredom, Das schwarze Blatt Papier befindet sich da oben neben dem Holzstück.
12b03La.wav,boredom, An den Wochen bin ich jetzt immer nach Hause gefahren und habe ein eigenes Besuch.
08a05Ta.wav,sadness, Das schwarze Blattpapier befindet sich da oben neben dem Holzstück.
13b10Nc.wav,neutral," Die wird auf dem Platz sein, wo wir sie immerhin legen."
08a01Lc.wav,boredom, Der Latten liegt auf dem Eisrank.
14a01Aa.wav,fear, Der Lappen liegt auf dem Eisschrank.
12b02Fb.wav,happiness, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
13b02Fb.wav,happiness, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
11a01Nd.wav,neutral, Der Lappen liegt auf dem Eisschrank.
13a04Ta.wav,sadness, Heute Abend könnt ich es ihm sagen.
09a04Fd.wav,happiness, Heute an könnt ich sie sagen.
08b02La.wav,boredom, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
03a05Tc.wav,sadness, Das schwarze Plattpapier befindet sich da oben neben dem Holzstück.
13b09Wa.wav,anger, Ich will das eben wegbringen und dann mit Kahl was trinken den.
15b02Tc.wav,sadness, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
16b09La.wav,boredom, Ich will das eben wegbringen und damit Kavas trinken gehen.
14b02Tc.wav,sadness, Sie haben es gerade hochgetragen. Und jetzt gehen sie wieder runter.
14b09Ea.wav,disgust, Ich will das eben wegbringen und dann mit Kyl was trinken gehen.
16a07Ea.wav,disgust, In sieben Stunden wird es so weit sein.
11a05Na.wav,neutral, Das schwarze Blatt Papier befindet sich da oben neben dem Holzstück.
16b01Wb.wav,anger," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
16b03Nb.wav,neutral, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agenes besucht.
08a07Tb.wav,sadness, In 7 Stunden wird es so weit sein.
11b01Eb.wav,disgust," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
16a02Nb.wav,neutral, das will sie mitfach abgeben.
13b03Td.wav,sadness, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Akknes besucht.
03b02La.wav,boredom, Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.
09b03Fa.wav,happiness, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe ein eigenes versucht.
14a02Fd.wav,happiness, Das will sie mitwachen abgeben.
03a04Fd.wav,happiness, Heute Abend könnt ich's ihm sagen.
16a05Ea.wav,disgust, Das schwarze Blattpapier befindet sich da oben neben dem Holzstück.
14b10Eb.wav,disgust," die wird auf dem Platz sein, wo wir sie immer hinlegen."
16b10Lb.wav,boredom," Die wird auf dem Platz sein, wo wir sie immerhin legen."
16a02Wb.wav,anger, Das will sie am Mittwoch abgeben.
13b03Lb.wav,boredom, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe arknes Besuchte.
09a05Tb.wav,sadness, Das schwarze Blattpapier befindet sich da oben neben dem Holstück.
11a07Wc.wav,anger, In sieben Stunden wird es so weit sein.
16b03Wb.wav,anger, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.
14a07Lc.wav,boredom, In sieben Stunden wird es soweit sein.
16b10Td.wav,sadness," die wird auf dem Platz sein, wo wir sie immer hinlegen."
13a04Ac.wav,fear, Hat er abend könnte ich es im Sagen?
12b09Wc.wav,anger, Ich will das eben wegbringen und dann mit KW strengen gehen.
13b09Na.wav,neutral, Ich will das eben wegbringen und dann mit Karl was trinken gehen.
15b02Aa.wav,fear, Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.
08a04Ff.wav,happiness, Heute Abend könnte ich es ihm sagen.
14b02Aa.wav,fear, Sie haben das gerade hochgetragen und jetzt gehen sie wieder runter.
11b09Fd.wav,happiness, Ich will das eben wegbringen und dann mit Kahl was trinken gehen.
03a02Fc.wav,happiness, Das will sie am Mittwoch abgeben.
03a05Aa.wav,fear, Das schwarze Plattpapier befindet sich da oben neben dem Holzstück.
12a01Fb.wav,happiness, Der Lappen liegt auf dem Allschrank.
03b01Fa.wav,happiness," Was sind denn das Vertüten, die da unter dem Tisch stehen?"
14a01Ac.wav,fear, Wir ladden liegt auf dem Eisschrank.
16b09Lb.wav,boredom, Ich will das eben wegbringen und damit Kael was trinken gehen.
11a02Ec.wav,disgust, und das will sie am Mittwoch abgeben.
13a02Lc.wav,boredom, das wir sehr mit vor Ort geben.
10a07Wb.wav,anger, In 7 Stunden wird das so verzahlen!
13a02Ad.wav,fear, Das will sie mitfach abgeben.
16b01Wa.wav,anger," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
08a07Ta.wav,sadness, In sieben Stunden wird es so weit sein.
13b10Wc.wav,anger," Die wird auf dem Platz sein, wo wir sie immer hinlegen."
10b01Ea.wav,disgust," Das sind das für Tüten, die da unter dem Tisch stehen."
09a07Ta.wav,sadness, In sieben Stunden wird es soweit sein.
13a07Fd.wav,happiness, In sieben Stunden wird es so weit sein.
09b03Fd.wav,happiness, An den Wochenenden bin ich jetzt immer nach Hause gefahren und da habe Argendes besucht.
14a05Ac.wav,fear, Das Schwarze Blattbapier befindet sich da oben. Nehmen wir mal ein Stück.
11a05Wd.wav,anger, Das schwarze Blattpapier befindet sich da oben neben dem Holzstück.
12b03Ta.wav,sadness, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.
13b01Ab.wav,fear," Was sind denn das Betüten, die da unter dem Tisch stehen?"
13a02Ta.wav,sadness, das wir sie am Mittwoch abgeben.
03b02Tb.wav,sadness, Sie haben es gerade hochgetragen. Und jetzt gehen Sie wieder runter.
14a07Aa.wav,fear, In sieben Stunden wird es weit sein.
14b01Fc.wav,happiness," Was sind denn das Betüten, die da unter dem Tisch stehen?"
08a01Ab.wav,fear, Der Lappen liegt auf dem Eisrank.
10a01Nb.wav,neutral, Der Latten liegt auf dem Eisschrank.
15b02Lb.wav,boredom, Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.
16a04Nc.wav,neutral, Heute Abend könnte ich es ihm sagen.
16b02Eb.wav,disgust, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
11b02Wb.wav,anger, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
10b02Wb.wav,anger, Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter!
03a07La.wav,boredom, In sieben Stunden wird es weit sein.
11b02Na.wav,neutral, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
15a01La.wav,boredom, Der Lappen liegt auf dem Eisschrank.
10b02Na.wav,neutral, Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.
10a01Wa.wav,anger, Der Latten legst auf dem Eis schrink!
14a05Tc.wav,sadness, Das Schwarzeblattpapier befindet sich da oben. Nehm'n dem Holzstück.
08a02Fe.wav,happiness, Das will sie ja mit vorab geben.
13b01Ld.wav,boredom, Was sind denn das vertynten Nile unter dem Tisch stehen?
08b03Fe.wav,happiness, An den Wochenenden bin ich jetzt immer nach Hause gefahren und habe Agnes besucht.
16b10Aa.wav,fear," die wird auf dem Platz sein, wo wir immer hinlegen."
14a07Tc.wav,sadness, In sieben Stunden wird es weizellen.
08b01Fe.wav,happiness," Was sind denn das Vetyten, die da unter dem Tisch stehen?"
12a02Ac.wav,fear, Das wissen wir mal darauf abgeben.
16b10Tb.wav,sadness," Die wird auf dem Platz sein, wo wir sie immer hindehen."
14a05Ta.wav,sadness, Das schwarze Blatt Papier befindet sich der Oben neben dem Holzstück.
13b03Ac.wav,fear, An den Wochenenden bin ich jetzt in der Nahrhausen gefahren und habe Agnes besucht.
11a01Wc.wav,anger, Der Lappen liegt auf dem Eisrank!
16a04Wb.wav,anger, Heute Abend könnte ich es Ihnen sagen!
16b09Ab.wav,fear, Ich will das eben wegbringen und damit kalber Strinken gehen.
09b02Tb.wav,sadness, Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.
16a01Ec.wav,disgust, Der Lappen liegt auf dem Eisschrank.
13a04Lb.wav,boredom, Heute Abend könnte ich es ihm sagen.
15a04Fd.wav,happiness, Heute Abend könnte ich es ihm sagen.
03b10Ec.wav,disgust," Die wird auf dem Platz sein, wo wir sie immerhin legen."
13a01Fd.wav,happiness, Der Lappen liegt auf dem Eisschrank.
09b09Ea.wav,disgust, Ich will das eben wegbringen und dann wird Kawa's trinken gehen.
08b02Tc.wav,sadness, Sie haben es gerade hochgetragen und jetzt gehen sie wieder runter.
16a04Wc.wav,anger, Heute Abend könnte ich das ihm sagen!
14b01Fa.wav,happiness," Hals sind denn das für Tüten, die da unter dem Tisch stehen?"
14a07Ld.wav,boredom, Ein sieben Stunden wird es so weit sein.
15a07Ld.wav,boredom, In sieben Stunden wird es soweit sein.
12b01Ta.wav,sadness," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
10b10Fc.wav,happiness," Die wird auf dem Platz sein, wo wir sie immerhin legen."
15a07Ac.wav,fear, In sieben Stunden wird es soweit sein.
08a07La.wav,boredom, In sieben Stunden wird es so weit sein.
08b01Fd.wav,happiness," Was sind denn das für Tüten, die da unter dem Tisch stehen?"
03b02Aa.wav,fear, Sie haben es gerade hochgetragen und jetzt gehen Sie wieder runter.
09a05Lc.wav,boredom, Das schwarze Blatt bei piebe findet sich da oben neben dem Holzstück.
08a05Lc.wav,boredom, Das schwarze Blatt Papier befindet sich da oben neben dem Holzstück.
14a05Aa.wav,fear, Das Schwarze Blatt Papier befindet sich da oben neben dem Holzstück.
